obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3771187288,5,33.23820114,3774706964,3774706965,3771187288,0,internal_timestamp,577.4899902,84066,1562198488,5.295499802,3.323820114,34.14616798,1029.633953,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('1',)",3771187308,5,33.24739838,3774706964,3774706965,3771187308,0,internal_timestamp,573.2199707,78160,1562198508,5.311200142,3.324739838,34.14286797,1029.609701,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('2',)",3771187328,5,33.24840164,3774706964,3774706965,3771187328,0,internal_timestamp,567.9899902,80924,1562198528,5.315100193,3.324840164,34.14266161,1029.585031,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('3',)",3771187348,5,33.24710083,3774706964,3774706965,3771187348,0,internal_timestamp,562.7000122,118547,1562198548,5.316599846,3.324710083,34.14229092,1029.560269,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('4',)",3771187368,5,33.24980164,3774706964,3774706965,3771187368,0,internal_timestamp,557.4500122,81529,1562198568,5.323200226,3.324980164,34.14129496,1029.534527,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('5',)",3771187388,5,33.26929855,3774706964,3774706965,3771187388,0,internal_timestamp,552.2000122,97534,1562198588,5.35160017,3.326929855,34.13735809,1029.503607,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('6',)",3771187408,5,33.33950043,3774706964,3774706965,3771187408,0,internal_timestamp,546.9699707,96117,1562198608,5.452499866,3.333950043,34.11775177,1029.450872,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('7',)",3771187428,5,33.36380005,3774706964,3774706965,3771187428,0,internal_timestamp,541.6900024,82696,1562198628,5.482699871,3.336380005,34.11746228,1029.422428,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('8',)",3771187448,5,33.43299866,3774706964,3774706965,3771187448,0,internal_timestamp,536.4899902,99735,1562198648,5.576900005,3.343299866,34.10345243,1029.37503,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('9',)",3771187468,5,33.50260162,3774706964,3774706965,3771187468,0,internal_timestamp,531.2600098,97777,1562198668,5.661099911,3.350260162,34.09996893,1029.337051,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('10',)",3771187488,5,33.60929871,3774706964,3774706965,3771187488,0,internal_timestamp,526.0300293,112731,1562198688,5.804800034,3.360929871,34.07846186,1029.276785,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('11',)",3771187508,5,33.62480164,3774706964,3774706965,3771187508,0,internal_timestamp,520.8099976,109775,1562198708,5.82159996,3.362480164,34.08162251,1029.253079,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('12',)",3771187528,5,33.65140152,3774706964,3774706965,3771187528,0,internal_timestamp,515.5900269,110271,1562198728,5.855199814,3.365140152,34.08040581,1029.223647,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('13',)",3771187548,5,33.67459869,3774706964,3774706965,3771187548,0,internal_timestamp,510.3800049,97541,1562198748,5.88740015,3.367459869,34.07675348,1029.192528,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('14',)",3771187568,5,33.72079849,3774706964,3774706965,3771187568,0,internal_timestamp,505.1900024,96735,1562198768,5.948800087,3.372079849,34.06966135,1029.154805,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('15',)",3771187588,5,33.78720093,3774706964,3774706965,3771187588,0,internal_timestamp,500.019989,97536,1562198788,6.033599854,3.378720093,34.06177564,1029.113297,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('16',)",3771187608,5,33.79470062,3774706964,3774706965,3771187608,0,internal_timestamp,494.7999878,95160,1562198808,6.043700218,3.379470062,34.06262838,1029.088663,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('17',)",3771187628,5,33.79499817,3774706964,3774706965,3771187628,0,internal_timestamp,489.5299988,92425,1562198828,6.046299934,3.379499817,34.06294071,1029.064403,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('18',)",3771187648,5,33.79629898,3774706964,3774706965,3771187648,0,internal_timestamp,484.25,108028,1562198848,6.050799847,3.379629898,34.06248175,1029.039229,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('19',)",3771187668,5,33.79959869,3774706964,3774706965,3771187668,0,internal_timestamp,478.9599915,124044,1562198868,6.057700157,3.379959869,34.06186625,1029.013554,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('20',)",3771187688,5,33.82260132,3774706964,3774706965,3771187688,0,internal_timestamp,473.7099915,91812,1562198888,6.088200092,3.382260132,34.05969097,1028.983595,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('21',)",3771187708,5,33.83390045,3774706964,3774706965,3771187708,0,internal_timestamp,468.4200134,110750,1562198908,6.104499817,3.383390045,34.05863049,1028.956277,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('22',)",3771187728,5,33.85089874,3774706964,3774706965,3771187728,0,internal_timestamp,463.1199951,107492,1562198928,6.127699852,3.385089874,34.05705231,1028.927556,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('23',)",3771187748,5,33.84889984,3774706964,3774706965,3771187748,0,internal_timestamp,457.8299866,106225,1562198948,6.126900196,3.384889984,34.0582055,1028.904326,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('24',)",3771187768,5,33.86410141,3774706964,3774706965,3771187768,0,internal_timestamp,452.5499878,106283,1562198968,6.148799896,3.386410141,34.05590586,1028.875305,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('25',)",3771187788,5,33.87870026,3774706964,3774706965,3771187788,0,internal_timestamp,447.269989,105478,1562198988,6.169199944,3.387870026,34.0544289,1028.847134,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('26',)",3771187808,5,33.88970184,3774706964,3774706965,3771187808,0,internal_timestamp,442,106893,1562199008,6.184899807,3.388970184,34.05362041,1028.82018,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('27',)",3771187828,5,33.89450073,3774706964,3774706965,3771187828,0,internal_timestamp,436.7099915,108328,1562199028,6.193999767,3.389450073,34.05248355,1028.793783,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('28',)",3771187848,5,33.90039825,3774706964,3774706965,3771187848,0,internal_timestamp,431.3999939,107634,1562199048,6.203199863,3.390039825,34.0524834,1028.768173,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('29',)",3771187868,5,33.9054985,3774706964,3774706965,3771187868,0,internal_timestamp,426.1000061,119992,1562199068,6.211900234,3.39054985,34.05208726,1028.742365,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('30',)",3771187888,5,33.91279984,3774706964,3774706965,3771187888,0,internal_timestamp,420.769989,120017,1562199088,6.22300005,3.391279984,34.05176785,1028.716148,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('31',)",3771187908,5,33.94049835,3774706964,3774706965,3771187908,0,internal_timestamp,415.4700012,100521,1562199108,6.260099888,3.394049835,34.0482462,1028.683967,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('32',)",3771187928,5,33.95270157,3774706964,3774706965,3771187928,0,internal_timestamp,410.1600037,104793,1562199128,6.276899815,3.395270157,34.0476946,1028.656871,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('33',)",3771187948,5,33.95669937,3774706964,3774706965,3771187948,0,internal_timestamp,404.8500061,104197,1562199148,6.28429985,3.395669937,34.04736982,1028.631247,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('34',)",3771187968,5,33.96020126,3774706964,3774706965,3771187968,0,internal_timestamp,399.5700073,103928,1562199168,6.289800167,3.396020126,34.04837208,1028.607059,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('35',)",3771187988,5,33.95750046,3774706964,3774706965,3771187988,0,internal_timestamp,394.3099976,102529,1562199188,6.289500237,3.395750046,34.04823671,1028.582863,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('36',)",3771188008,5,33.95669937,3774706964,3774706965,3771188008,0,internal_timestamp,389.0100098,141483,1562199208,6.290999889,3.395669937,34.04844441,1028.558504,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('37',)",3771188028,5,33.95640183,3774706964,3774706965,3771188028,0,internal_timestamp,383.730011,119067,1562199228,6.29309988,3.395640183,34.04860572,1028.534114,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('38',)",3771188048,5,33.9659996,3774706964,3774706965,3771188048,0,internal_timestamp,378.5100098,140128,1562199248,6.307300091,3.39659996,34.04769907,1028.507494,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('39',)",3771188068,5,33.97230148,3774706964,3774706965,3771188068,0,internal_timestamp,373.25,113484,1562199268,6.317699909,3.397230148,34.04692891,1028.481319,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('40',)",3771188088,5,33.97800064,3774706964,3774706965,3771188088,0,internal_timestamp,368.0100098,114606,1562199288,6.327499866,3.397800064,34.04607577,1028.455252,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('41',)",3771188108,5,33.9817009,3774706964,3774706965,3771188108,0,internal_timestamp,362.7600098,115072,1562199308,6.334799767,3.39817009,34.04549379,1028.429694,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('42',)",3771188128,5,33.98870087,3774706964,3774706965,3771188128,0,internal_timestamp,357.4700012,113140,1562199328,6.346300125,3.398870087,34.04441937,1028.402987,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('43',)",3771188148,5,33.99639893,3774706964,3774706965,3771188148,0,internal_timestamp,352.2000122,113331,1562199348,6.359300137,3.399639893,34.04261803,1028.37559,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('44',)",3771188168,5,34.01979828,3774706964,3774706965,3771188168,0,internal_timestamp,346.9299927,114742,1562199368,6.390100002,3.401979828,34.04055362,1028.345527,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('45',)",3771188188,5,34.02999878,3774706964,3774706965,3771188188,0,internal_timestamp,341.7200012,113793,1562199388,6.404799938,3.402999878,34.03981135,1028.318994,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('46',)",3771188208,5,34.03319931,3774706964,3774706965,3771188208,0,internal_timestamp,336.480011,112126,1562199408,6.412399769,3.403319931,34.03837094,1028.29275,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('47',)",3771188228,5,34.03649902,3774706964,3774706965,3771188228,0,internal_timestamp,331.1799927,109708,1562199428,6.41960001,3.403649902,34.03746856,1028.266708,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('48',)",3771188248,5,34.04710007,3774706964,3774706965,3771188248,0,internal_timestamp,325.9500122,138521,1562199448,6.435500145,3.404710007,34.03598642,1028.239332,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('49',)",3771188268,5,34.06439972,3774706964,3774706965,3771188268,0,internal_timestamp,320.75,137159,1562199468,6.460100174,3.406439972,34.03327263,1028.209923,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('50',)",3771188288,5,34.07360077,3774706964,3774706965,3771188288,0,internal_timestamp,315.519989,113574,1562199488,6.473800182,3.407360077,34.0324229,1028.183343,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('51',)",3771188308,5,34.0951004,3774706964,3774706965,3771188308,0,internal_timestamp,310.230011,131807,1562199508,6.504199982,3.40951004,34.02864379,1028.151877,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('52',)",3771188328,5,34.11339951,3774706964,3774706965,3771188328,0,internal_timestamp,305.019989,131000,1562199528,6.52850008,3.411339951,34.02733567,1028.12356,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('53',)",3771188348,5,34.13029861,3774706964,3774706965,3771188348,0,internal_timestamp,299.8299866,140285,1562199548,6.551599979,3.413029861,34.02565551,1028.09521,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('54',)",3771188368,5,34.15779877,3774706964,3774706965,3771188368,0,internal_timestamp,294.5599976,140079,1562199568,6.586400032,3.415779877,34.02413313,1028.064996,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('55',)",3771188388,5,34.17990112,3774706964,3774706965,3771188388,0,internal_timestamp,289.3599854,130558,1562199588,6.615399837,3.417990112,34.02235287,1028.035698,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('56',)",3771188408,5,34.20640183,3774706964,3774706965,3771188408,0,internal_timestamp,284.2799988,140354,1562199608,6.649300098,3.420640183,34.02051125,1028.006216,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('57',)",3771188428,5,34.22629929,3774706964,3774706965,3771188428,0,internal_timestamp,279.1300049,136355,1562199628,6.676099777,3.422629929,34.01844161,1027.977216,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('58',)",3771188448,5,34.22919846,3774706964,3774706965,3771188448,0,internal_timestamp,273.9400024,133156,1562199648,6.681600094,3.422919846,34.01872643,1027.952848,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('59',)",3771188468,5,34.24319839,3774706964,3774706965,3771188468,0,internal_timestamp,268.730011,134488,1562199668,6.701900005,3.424319839,34.01661203,1027.924438,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('60',)",3771188488,5,34.24520111,3774706964,3774706965,3771188488,0,internal_timestamp,263.5599976,134118,1562199688,6.707499981,3.424520111,34.01579905,1027.899282,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('61',)",3771188508,5,34.25550079,3774706964,3774706965,3771188508,0,internal_timestamp,258.3699951,131876,1562199708,6.723400116,3.425550079,34.0139492,1027.871782,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('62',)",3771188528,5,34.26190186,3774706964,3774706965,3771188528,0,internal_timestamp,253.1799927,133179,1562199728,6.733699799,3.426190186,34.01334477,1027.846041,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('63',)",3771188548,5,34.27360153,3774706964,3774706965,3771188548,0,internal_timestamp,248.0599976,134647,1562199748,6.750199795,3.427360153,34.01241018,1027.819489,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('64',)",3771188568,5,34.2820015,3774706964,3774706965,3771188568,0,internal_timestamp,242.8800049,128219,1562199768,6.7645998,3.42820015,34.009945,1027.791747,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('65',)",3771188588,5,34.30899811,3774706964,3774706965,3771188588,0,internal_timestamp,237.7299957,129394,1562199788,6.799900055,3.430899811,34.00727413,1027.761062,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('66',)",3771188608,5,34.32939911,3774706964,3774706965,3771188608,0,internal_timestamp,232.5700073,130715,1562199808,6.827700138,3.432939911,34.00475861,1027.731495,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('67',)",3771188628,5,34.33449936,3774706964,3774706965,3771188628,0,internal_timestamp,227.4199982,130937,1562199828,6.836699963,3.433449936,34.00398531,1027.705971,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('68',)",3771188648,5,34.35200119,3774706964,3774706965,3771188648,0,internal_timestamp,222.25,129130,1562199848,6.861999989,3.435200119,34.000753,1027.676139,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('69',)",3771188668,5,34.35860062,3774706964,3774706965,3771188668,0,internal_timestamp,217.0700073,131128,1562199868,6.872799873,3.435860062,33.99986404,1027.650132,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('70',)",3771188688,5,34.36899948,3774706964,3774706965,3771188688,0,internal_timestamp,211.9400024,134870,1562199888,6.888100147,3.436899948,33.99868131,1027.623491,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('71',)",3771188708,5,34.38069916,3774706964,3774706965,3771188708,0,internal_timestamp,206.7700043,81670,1562199908,6.905200005,3.438069916,33.99716942,1027.596154,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('72',)",3771188728,5,34.38769913,3774706964,3774706965,3771188728,0,internal_timestamp,201.5899963,79712,1562199928,6.915599823,3.438769913,33.99711514,1027.570854,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('73',)",3771188748,5,34.5379982,3774706964,3774706965,3771188748,0,internal_timestamp,196.3800049,137482,1562199948,7.111599922,3.45379982,33.97117011,1027.498855,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('74',)",3771188768,5,34.58919907,3774706964,3774706965,3771188768,0,internal_timestamp,191.1999969,79496,1562199968,7.171199799,3.458919907,33.97100584,1027.466451,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('75',)",3771188788,5,34.6548996,3774706964,3774706965,3771188788,0,internal_timestamp,185.9499969,83676,1562199988,7.254899979,3.46548996,33.96298681,1027.424073,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('76',)",3771188808,5,34.70270157,3774706964,3774706965,3771188808,0,internal_timestamp,180.7200012,135800,1562200008,7.312799931,3.470270157,33.96075401,1027.389992,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('77',)",3771188828,5,34.77000046,3774706964,3774706965,3771188828,0,internal_timestamp,175.4799957,139158,1562200028,7.397099972,3.477000046,33.9538235,1027.348334,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('78',)",3771188848,5,34.80369949,3774706964,3774706965,3771188848,0,internal_timestamp,170.1999969,135578,1562200048,7.444499969,3.480369949,33.94654411,1027.311535,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('79',)",3771188868,5,34.86439896,3774706964,3774706965,3771188868,0,internal_timestamp,164.9100037,136103,1562200068,7.51970005,3.486439896,33.94133912,1027.272255,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('80',)",3771188888,5,34.9129982,3774706964,3774706965,3771188888,0,internal_timestamp,159.5700073,134623,1562200088,7.58039999,3.49129982,33.937201,1027.235661,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('81',)",3771188908,5,35.00619888,3774706964,3774706965,3771188908,0,internal_timestamp,154.3099976,142696,1562200108,7.6947999,3.500619888,33.92878416,1027.188147,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('82',)",3771188928,5,35.12189865,3774706964,3774706965,3771188928,0,internal_timestamp,149.0700073,140525,1562200128,7.827600002,3.512189865,33.92658394,1027.142742,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('83',)",3771188948,5,35.18080139,3774706964,3774706965,3771188948,0,internal_timestamp,143.8300018,136539,1562200148,7.895599842,3.518080139,33.92625491,1027.108323,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('84',)",3771188968,5,35.21689987,3774706964,3774706965,3771188968,0,internal_timestamp,138.5899963,91898,1562200168,7.950799942,3.521689987,33.91388205,1027.066338,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('85',)",3771188988,5,35.26459885,3774706964,3774706965,3771188988,0,internal_timestamp,133.3099976,139627,1562200188,8.015199661,3.526459885,33.90503169,1027.02553,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('86',)",3771189008,5,35.33380127,3774706964,3774706965,3771189008,0,internal_timestamp,127.9899979,89881,1562200208,8.110799789,3.533380127,33.88897684,1026.974145,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('87',)",3771189028,5,35.38259888,3774706964,3774706965,3771189028,0,internal_timestamp,122.7200012,138420,1562200228,8.185700417,3.538259888,33.87114644,1026.924669,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('88',)",3771189048,5,35.39699936,3774706964,3774706965,3771189048,0,internal_timestamp,117.4800034,145365,1562200248,8.213700294,3.539699936,33.86194111,1026.889191,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('89',)",3771189068,5,35.42279816,3774706964,3774706965,3771189068,0,internal_timestamp,112.2799988,89946,1562200268,8.281499863,3.542279816,33.82651946,1026.827278,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('90',)",3771189088,5,35.49330139,3774706964,3774706965,3771189088,0,internal_timestamp,107.0899963,87795,1562200288,8.388500214,3.549330139,33.80091493,1026.767066,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('91',)",3771189108,5,35.54589844,3774706964,3774706965,3771189108,0,internal_timestamp,101.8399963,167301,1562200308,8.469499588,3.554589844,33.7813591,1026.715241,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('92',)",3771189128,5,35.58209991,3774706964,3774706965,3771189128,0,internal_timestamp,98.63999939,145863,1562200328,8.526200294,3.558209991,33.76681055,1026.680424,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3771189133,5,35.58459854,3774706964,3774706965,3771189133,0,internal_timestamp,98.75,146115,1562200333,8.527299881,3.558459854,33.76834419,1026.681959,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3771189168,5,35.58549881,3774706964,3774706965,3771189168,0,internal_timestamp,98.87999725,266302,1562200368,8.526499748,3.558549881,33.76999905,1026.683975,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3771189188,5,35.54610062,3774706964,3774706965,3771189188,0,internal_timestamp,102.9800034,307372,1562200388,8.460700035,3.554610062,33.78946994,1026.728172,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3771189208,5,35.49069977,3774706964,3774706965,3771189208,0,internal_timestamp,108.3700027,268682,1562200408,8.373900414,3.549069977,33.81157322,1026.78352,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3771189228,5,35.40850067,3774706964,3774706965,3771189228,0,internal_timestamp,113.7300034,278974,1562200428,8.252300262,3.540850067,33.83875,1026.847958,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3771189248,5,35.40119934,3774706964,3774706965,3771189248,0,internal_timestamp,119.0599976,278889,1562200448,8.212200165,3.540119934,33.86711026,1026.900709,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3771189268,5,35.38769913,3774706964,3774706965,3771189268,0,internal_timestamp,124.4199982,261272,1562200468,8.181200027,3.538769913,33.88011581,1026.940172,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3771189288,5,35.32550049,3774706964,3774706965,3771189288,0,internal_timestamp,129.8500061,266026,1562200488,8.089500427,3.532550049,33.89982941,1026.994396,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3771189308,5,35.25630188,3774706964,3774706965,3771189308,0,internal_timestamp,135.2400055,278611,1562200508,7.992099762,3.525630188,33.91761653,1027.047717,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3771189328,5,35.21590042,3774706964,3774706965,3771189328,0,internal_timestamp,140.6900024,264032,1562200528,7.939099789,3.521590042,33.9231587,1027.084994,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('103',)",3771189348,5,35.17409897,3774706964,3774706965,3771189348,0,internal_timestamp,146.0700073,258646,1562200548,7.876699924,3.517409897,33.93634967,1027.129334,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('104',)",3771189368,5,35.08010101,3774706964,3774706965,3771189368,0,internal_timestamp,151.4600067,263631,1562200568,7.770699978,3.508010101,33.93583697,1027.169408,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('105',)",3771189388,5,34.94620132,3774706964,3774706965,3771189388,0,internal_timestamp,156.9199982,275798,1562200588,7.609399796,3.494620132,33.94604612,1027.226212,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('106',)",3771189408,5,34.87639999,3774706964,3774706965,3771189408,0,internal_timestamp,162.3399963,278164,1562200608,7.524400234,3.487639999,33.95096884,1027.267349,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('107',)",3771189428,5,34.84550095,3774706964,3774706965,3771189428,0,internal_timestamp,167.7299957,261341,1562200628,7.486800194,3.484550095,33.95167108,1027.298089,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('108',)",3771189448,5,34.7983017,3774706964,3774706965,3771189448,0,internal_timestamp,173.1399994,272532,1562200648,7.426700115,3.47983017,33.95668894,1027.335566,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('109',)",3771189468,5,34.77799988,3774706964,3774706965,3771189468,0,internal_timestamp,178.5500031,259196,1562200668,7.395699978,3.477799988,33.9623992,1027.369358,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('110',)",3771189488,5,34.71860123,3774706964,3774706965,3771189488,0,internal_timestamp,183.9400024,273090,1562200688,7.319499969,3.471860123,33.96992475,1027.41101,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('111',)",3771189508,5,34.65859985,3774706964,3774706965,3771189508,0,internal_timestamp,189.25,289294,1562200708,7.246399879,3.465859985,33.97376626,1027.448911,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('112',)",3771189528,5,34.6106987,3774706964,3774706965,3771189528,0,internal_timestamp,194.6999969,271777,1562200728,7.186699867,3.46106987,33.9775419,1027.485445,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('113',)",3771189548,5,34.58209991,3774706964,3774706965,3771189548,0,internal_timestamp,200.1499939,287609,1562200748,7.150499821,3.458209991,33.97927056,1027.516995,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('114',)",3771189568,5,34.41379929,3774706964,3774706965,3771189568,0,internal_timestamp,205.5399933,274322,1562200768,6.933400154,3.441379929,34.00627861,1027.59371,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('115',)",3771189588,5,34.38489914,3774706964,3774706965,3771189588,0,internal_timestamp,210.8899994,269917,1562200788,6.902800083,3.438489914,34.0021465,1027.619332,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('116',)",3771189608,5,34.37680054,3774706964,3774706965,3771189608,0,internal_timestamp,216.2100067,284626,1562200808,6.89260006,3.437680054,34.00072886,1027.644086,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
